player,atp_rank,atp_points,hard_win_pct,recent_form_pct,uso_win_pct,avg_aces,avg_bp_save,avg_bp_conv,uso_score,power_rank,win_title,reach_final,reach_semis,reach_qtrs
Lorenzo Musetti,16.0,2315.0,0.4672131147540984,0.4,0.5555555555555556,5.105263157894737,0.6172209734709735,0.45243161860197867,0.5981861707593638,28,0.003,0.011,0.017,0.044
Pablo Carreno Busta,71.0,835.0,0.5891472868217055,0.5,0.6785714285714286,5.605263157894737,0.6683678657943364,0.49625413065968305,0.5419493051051802,41,0.003,0.013,0.017,0.058
Marton Fucsovics,75.0,819.0,0.4842105263157895,0.2,0.3076923076923077,5.065217391304348,0.6566073300084928,0.5042062506864992,0.39044400716124394,85,0.003,0.006,0.011,0.029
Aleksandar Kovacevic,69.0,837.0,0.37142857142857144,0.5,0.0,11.307692307692308,0.6816509879009879,0.5885031635031635,0.3957349291675079,83,0.002,0.005,0.008,0.015
Nuno Borges,50.0,970.0,0.4423076923076923,0.4,0.5714285714285714,8.391304347826088,0.6948412698412698,0.41574440052700923,0.5160724608135597,49,0.002,0.006,0.01,0.033
Zizou Bergs,40.0,1150.0,0.4,0.6,0.5,7.875,0.6933673469387756,0.4800685425685426,0.5615458102233974,34,0.002,0.007,0.01,0.024
Arthur Rinderknech,24.0,1776.0,0.4948453608247423,0.4,0.5555555555555556,10.770833333333334,0.6878045404208195,0.4542018319156477,0.589814283494925,31,0.002,0.008,0.014,0.052
Kamil Majchrzak,76.0,782.0,0.4791666666666667,0.6,0.3333333333333333,5.6521739130434785,0.7495293847566575,0.5359276912345966,0.4768991661355207,55,0.002,0.007,0.012,0.033
Alejandro Tabilo,31.0,1428.0,0.4716981132075472,0.4,0.3333333333333333,8.08,0.5806590752242926,0.4898043068043068,0.5305815556710333,46,0.002,0.013,0.021,0.047
Botic Van De Zandschulp,55.0,935.0,0.512,0.4,0.6666666666666666,7.40625,0.6717781322620032,0.485768667553207,0.5383182848726503,42,0.002,0.006,0.012,0.043
Alexandre Muller,127.0,494.0,0.37142857142857144,0.4,0.3333333333333333,4.3076923076923075,0.5056353902507749,0.5877897743282359,0.27989060581050285,184,0.002,0.002,0.003,0.012
Lorenzo Sonego,66.0,855.0,0.44805194805194803,0.2,0.3,7.739130434782608,0.7248463401005775,0.5012500784239914,0.4047745008526013,78,0.001,0.007,0.011,0.026
Jaume Munar,44.0,1105.0,0.28378378378378377,0.1,0.14285714285714285,5.619047619047619,0.6850027898341406,0.4137862137862138,0.36573916440592874,98,0.001,0.003,0.004,0.011
Tallon Griekspoor,41.0,1150.0,0.4878048780487805,0.5,0.42857142857142855,10.633333333333333,0.6659024383482588,0.46744538985918294,0.5484161362319034,39,0.001,0.003,0.011,0.035
Gabriel Diallo,54.0,935.0,0.4782608695652174,0.5,0.6666666666666666,9.454545454545455,0.6666666666666666,0.48282828282828283,0.551843114472351,38,0.001,0.005,0.01,0.025
Alejandro Davidovich Fokina,22.0,1860.0,0.48905109489051096,0.3,0.6153846153846154,4.447761194029851,0.6593110966094836,0.540786152682553,0.5849690292823234,32,0.001,0.007,0.017,0.064
Matteo Arnaldi,34.0,1336.0,0.5272727272727272,0.4,0.7142857142857143,7.448275862068965,0.631792513042513,0.4765907464183326,0.5964274460285695,30,0.001,0.008,0.017,0.054
Corentin Moutet,36.0,1283.0,0.4266666666666667,0.3,0.46153846153846156,2.84375,0.6052973935786435,0.47736014791452097,0.5073531476177634,51,0.001,0.003,0.008,0.022
Aleksandar Vukic,100.0,626.0,0.42857142857142855,0.6,0.0,10.555555555555555,0.5695932539682539,0.4724400085511196,0.3453862525522904,110,0.001,0.004,0.007,0.025
Rinky Hijikata,106.0,593.0,0.45454545454545453,0.5,0.5714285714285714,6.0,0.7164959346209346,0.48872791080608413,0.41158034555900813,75,0.001,0.004,0.005,0.019
Marcos Giron,88.0,705.0,0.48322147651006714,0.6,0.25,5.583333333333333,0.7251263927045177,0.4821236090324304,0.4331560581907421,67,0.001,0.007,0.011,0.03
Daniel Altmaier,85.0,740.0,0.2830188679245283,0.3,0.25,7.933333333333334,0.7722222222222221,0.544074074074074,0.3356443349455531,113,0.001,0.001,0.001,0.01
Yannick Hanfmann,59.0,906.0,0.375,0.8,0.0,7.6,0.7135042735042736,0.45735449735449735,0.47528506452719055,56,0.001,0.005,0.007,0.021
Fabian Marozsan,61.0,895.0,0.5106382978723404,0.4,0.5,5.541666666666667,0.6048701298701298,0.45933885354841236,0.4941377401744453,52,0.0,0.005,0.012,0.036
Frances Tiafoe,26.0,1705.0,0.5333333333333333,0.4,0.6875,8.381578947368421,0.6997290506322962,0.4576606972000427,0.615272702614714,23,0.0,0.007,0.019,0.054
Tomas Martin Etcheverry,30.0,1510.0,0.4107142857142857,0.4,0.5,7.0,0.7288410663410664,0.41762349968871704,0.5464978627221866,40,0.0,0.004,0.006,0.021
Sebastian Baez,56.0,935.0,0.3125,0.1,0.5,3.65,0.5903564271985324,0.4913900029708853,0.39729106166595124,82,0.0,0.002,0.005,0.011
Zachary Svajda,62.0,875.0,0.2857142857142857,0.5,0.2,5.666666666666667,0.6916666666666665,0.5125000000000001,0.41754241657292834,73,0.0,0.0,0.0,0.005
Benjamin Bonzi,99.0,629.0,0.4507042253521127,0.5,0.6,8.1875,0.654727165838277,0.43312989094239096,0.4255728461849355,71,0.0,0.001,0.004,0.016
Yibing Wu,101.0,626.0,0.5,0.5,0.6,6.0,0.6526377217553688,0.4252127086879409,0.4326720490812206,68,0.0,0.006,0.01,0.038
Jan Lennard Struff,77.0,779.0,0.4602510460251046,0.4,0.4166666666666667,10.572727272727272,0.6786379742262095,0.45745268868156364,0.43483973559654665,66,0.0,0.003,0.005,0.03
Alexei Popyrin,90.0,680.0,0.4788732394366197,0.5,0.6153846153846154,10.294117647058824,0.7184224725891393,0.4952358878495242,0.4624726997163395,58,0.0,0.0,0.002,0.016
Damir Dzumhur,103.0,604.0,0.4642857142857143,0.4,0.4,3.2948717948717947,0.5875190819875723,0.5266629166679774,0.37083564661444224,90,0.0,0.002,0.003,0.018
Alex Molcan,102.0,626.0,0.41025641025641024,0.5,0.4,5.25,0.6595679938642124,0.4241443135225105,0.37816704076808444,87,0.0,0.003,0.007,0.014
Cristian Garin,113.0,554.0,0.39285714285714285,0.5,0.5,6.757575757575758,0.6860663410663411,0.4738871397962307,0.3666450306235561,95,0.0,0.001,0.002,0.014
James Duckworth,79.0,762.0,0.39823008849557523,0.1,0.2,8.822222222222223,0.6742266992266993,0.49124338624338626,0.32357905789346103,123,0.0,0.004,0.005,0.02
Nikoloz Basilashvili,118.0,536.0,0.4521276595744681,0.2,0.5,5.752941176470588,0.632537163719923,0.4762905366452079,0.30709534715596803,147,0.0,0.002,0.003,0.016
Sebastian Ofner,124.0,518.0,0.45714285714285713,0.4,0.3333333333333333,10.125,0.7571428571428572,0.4896712662337662,0.3160752393521833,133,0.0,0.004,0.006,0.021
Quentin Halys,92.0,678.0,0.31746031746031744,0.4,0.0,12.6,0.8204418130888719,0.3978440350499174,0.305318741850759,150,0.0,0.002,0.003,0.005
Mackenzie Mcdonald,125.0,504.0,0.47904191616766467,0.4,0.2222222222222222,6.075,0.6837261087261087,0.5059658725240188,0.29966502561098424,159,0.0,0.006,0.008,0.028
Hugo Gaston,119.0,533.0,0.34,0.4,0.25,3.9411764705882355,0.5269459706959707,0.48719369346531977,0.2744668257277496,196,0.0,0.001,0.001,0.007
