tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year,tourney_year,tourney_month,rank_diff,is_upset,w_1st_pct,l_1st_pct,w_bp_conv,w_bp_save
2020-560,Us Open,Hard,G,2020-08-31,109,126952,Soon Woo Kwon,R,180.0,KOR,22.7,73.0,742.0,111515,Thai Son Kwiatkowski,R,188.0,USA,25.5,187.0,281.0,3-6 7-6(4) 6-1 6-2,5,R128,170.0,3.0,1.0,106.0,69.0,54.0,21.0,17.0,5.0,7.0,11.0,4.0,121.0,70.0,45.0,25.0,20.0,2.0,8.0,2020,2020,8,114.0,0,0.6509433962264151,0.5785123966942148,0.75,0.7142857142857143
2020-560,Us Open,Hard,G,2020-08-31,110,104468,Gilles Simon,R,183.0,FRA,35.6,52.0,970.0,105633,Mohamed Safwat,R,180.0,EGY,29.9,135.0,407.0,6-1 6-4 6-4,5,R128,131.0,10.0,2.0,92.0,53.0,41.0,20.0,14.0,4.0,5.0,2.0,3.0,88.0,52.0,29.0,19.0,13.0,5.0,10.0,2020,2020,8,83.0,0,0.5760869565217391,0.5909090909090909,0.5,0.8
2020-560,Us Open,Hard,G,2020-08-31,111,126203,Taylor Fritz,R,196.0,USA,22.8,25.0,1545.0,136440,Dominik Koepfer,L,180.0,GER,26.3,91.0,652.0,6-7(7) 6-3 6-2 6-4,5,R128,165.0,15.0,4.0,118.0,63.0,52.0,31.0,20.0,6.0,8.0,5.0,10.0,126.0,71.0,47.0,27.0,20.0,7.0,14.0,2020,2020,8,66.0,0,0.5338983050847458,0.5634920634920635,0.5,0.75
2020-560,Us Open,Hard,G,2020-08-31,112,105936,Filip Krajinovic,R,185.0,SRB,28.5,26.0,1503.0,144707,Mikael Ymer,R,183.0,SWE,21.9,71.0,759.0,6-2 7-6(3) 6-3,5,R128,136.0,4.0,1.0,98.0,66.0,51.0,17.0,16.0,4.0,6.0,9.0,4.0,78.0,39.0,28.0,17.0,14.0,1.0,6.0,2020,2020,8,45.0,0,0.673469387755102,0.5,0.8333333333333334,0.6666666666666666
2020-560,Us Open,Hard,G,2020-08-31,113,106218,Marcos Giron,R,180.0,USA,27.1,96.0,639.0,117360,Marc Polmans,R,188.0,AUS,23.3,121.0,462.0,6-4 6-7(5) 3-6 6-4 6-2,5,R128,225.0,11.0,2.0,157.0,111.0,76.0,21.0,25.0,7.0,13.0,4.0,12.0,161.0,107.0,66.0,26.0,25.0,11.0,19.0,2020,2020,8,25.0,0,0.7070063694267515,0.6645962732919255,0.42105263157894735,0.5384615384615384
2020-560,Us Open,Hard,G,2020-08-31,114,144750,Lloyd Harris,R,193.0,RSA,23.5,95.0,641.0,106065,Marco Cecchinato,R,185.0,ITA,27.9,108.0,526.0,6-4 7-5 6-2,5,R128,114.0,12.0,4.0,88.0,57.0,46.0,14.0,15.0,8.0,10.0,3.0,8.0,95.0,59.0,36.0,17.0,15.0,3.0,9.0,2020,2020,8,13.0,0,0.6477272727272727,0.6210526315789474,0.6666666666666666,0.8
2020-560,Us Open,Hard,G,2020-08-31,115,105676,David Goffin,R,180.0,BEL,29.7,10.0,2555.0,124187,Reilly Opelka,R,211.0,USA,23.0,35.0,1312.0,7-6(2) 3-6 6-1 6-4,5,R128,147.0,3.0,7.0,117.0,65.0,53.0,30.0,19.0,6.0,8.0,18.0,4.0,125.0,77.0,59.0,19.0,20.0,3.0,7.0,2020,2020,8,25.0,0,0.5555555555555556,0.616,0.5714285714285714,0.75
2020-560,Us Open,Hard,G,2020-08-31,116,126774,Stefanos Tsitsipas,R,193.0,GRE,22.0,6.0,5095.0,105077,Albert Ramos,L,188.0,ESP,32.6,41.0,1130.0,6-2 6-1 6-1,5,R128,98.0,13.0,5.0,64.0,39.0,35.0,11.0,11.0,0.0,0.0,0.0,7.0,77.0,37.0,20.0,16.0,11.0,7.0,14.0,2020,2020,8,35.0,0,0.609375,0.4805194805194805,0.5,
2020-560,Us Open,Hard,G,2020-08-31,117,202195,Maxime Cressy,R,201.0,USA,23.3,168.0,320.0,106075,Jozef Kovalik,R,183.0,SVK,27.8,123.0,452.0,6-1 2-6 6-4 6-4,5,R128,138.0,23.0,15.0,102.0,50.0,42.0,29.0,18.0,3.0,6.0,4.0,3.0,92.0,65.0,46.0,13.0,17.0,1.0,6.0,2020,2020,8,-45.0,1,0.49019607843137253,0.7065217391304348,0.8333333333333334,0.5
2020-560,Us Open,Hard,G,2020-08-31,118,106228,Juan Ignacio Londero,R,180.0,ARG,27.0,62.0,832.0,105539,Evgeny Donskoy,R,185.0,RUS,30.3,114.0,505.0,6-3 6-3 7-5,5,R128,113.0,4.0,1.0,83.0,51.0,33.0,22.0,15.0,0.0,3.0,6.0,6.0,86.0,49.0,35.0,10.0,15.0,4.0,11.0,2020,2020,8,52.0,0,0.6144578313253012,0.5697674418604651,0.6363636363636364,0.0
2020-560,Us Open,Hard,G,2020-08-31,119,106432,Borna Coric,R,188.0,CRO,23.7,32.0,1355.0,104665,Pablo Andujar,R,180.0,ESP,34.6,56.0,942.0,7-5 6-3 6-1,5,R128,141.0,12.0,2.0,99.0,61.0,46.0,21.0,14.0,8.0,9.0,0.0,3.0,82.0,54.0,34.0,10.0,14.0,2.0,8.0,2020,2020,8,24.0,0,0.6161616161616161,0.6585365853658537,0.75,0.8888888888888888
2020-560,Us Open,Hard,G,2020-08-31,120,106078,Egor Gerasimov,R,196.0,BLR,27.8,72.0,744.0,105583,Dusan Lajovic,R,183.0,SRB,30.1,24.0,1695.0,6-1 4-6 6-4 6-4,5,R128,146.0,11.0,4.0,111.0,68.0,54.0,21.0,19.0,3.0,5.0,7.0,2.0,112.0,77.0,49.0,20.0,18.0,10.0,15.0,2020,2020,8,-48.0,1,0.6126126126126126,0.6875,0.3333333333333333,0.6
2020-560,Us Open,Hard,G,2020-08-31,121,111442,Jordan Thompson,R,183.0,AUS,26.3,63.0,829.0,105882,Stefano Travaglia,R,185.0,ITA,28.6,87.0,684.0,6-3 6-4 4-6 6-2,5,R128,161.0,6.0,1.0,99.0,65.0,50.0,21.0,19.0,2.0,5.0,6.0,5.0,121.0,73.0,56.0,18.0,18.0,16.0,22.0,2020,2020,8,24.0,0,0.6565656565656566,0.6033057851239669,0.2727272727272727,0.4
2020-560,Us Open,Hard,G,2020-08-31,122,105062,Mikhail Kukushkin,R,183.0,KAZ,32.6,90.0,661.0,105226,Attila Balazs,R,180.0,HUN,31.9,78.0,715.0,6-4 7-5 6-4,5,R128,136.0,3.0,1.0,92.0,51.0,38.0,26.0,16.0,5.0,7.0,4.0,9.0,89.0,47.0,36.0,18.0,16.0,1.0,6.0,2020,2020,8,-12.0,1,0.5543478260869565,0.5280898876404494,0.8333333333333334,0.7142857142857143
2020-560,Us Open,Hard,G,2020-08-31,123,106426,Cristian Garin,R,185.0,CHI,24.2,19.0,1900.0,200265,Ulises Blanch,R,188.0,USA,22.4,244.0,207.0,4-6 5-7 6-4 6-4 6-2,5,R128,192.0,15.0,7.0,140.0,94.0,74.0,23.0,25.0,6.0,9.0,13.0,5.0,159.0,87.0,61.0,39.0,25.0,11.0,16.0,2020,2020,8,225.0,0,0.6714285714285714,0.5471698113207547,0.3125,0.6666666666666666
2020-560,Us Open,Hard,G,2020-08-31,124,111815,Cameron Norrie,L,188.0,GBR,25.0,76.0,727.0,106043,Diego Schwartzman,R,170.0,ARG,28.0,13.0,2265.0,3-6 4-6 6-2 6-1 7-5,5,R128,239.0,11.0,5.0,171.0,107.0,66.0,30.0,23.0,19.0,27.0,1.0,8.0,175.0,119.0,63.0,26.0,23.0,20.0,31.0,2020,2020,8,-63.0,1,0.6257309941520468,0.68,0.3548387096774194,0.7037037037037037
2020-560,Us Open,Hard,G,2020-08-31,125,105948,Federico Coria,R,180.0,ARG,28.4,103.0,569.0,105359,Jason Jung,R,180.0,TPE,31.2,122.0,462.0,2-6 4-6 6-4 6-1 2-0 RET,5,R128,160.0,12.0,2.0,115.0,79.0,57.0,16.0,19.0,5.0,10.0,4.0,3.0,109.0,75.0,47.0,16.0,18.0,8.0,14.0,2020,2020,8,19.0,0,0.6869565217391305,0.6880733944954128,0.42857142857142855,0.5
2020-560,Us Open,Hard,G,2020-08-31,126,200221,Alejandro Davidovich Fokina,R,183.0,ESP,21.2,99.0,627.0,110602,Dennis Novak,R,183.0,AUT,27.0,85.0,695.0,3-6 6-4 6-3 1-6 6-0,5,R128,173.0,2.0,4.0,136.0,87.0,51.0,26.0,20.0,9.0,15.0,7.0,5.0,133.0,89.0,54.0,19.0,21.0,7.0,15.0,2020,2020,8,-14.0,1,0.6397058823529411,0.6691729323308271,0.5333333333333333,0.6
2020-560,Us Open,Hard,G,2020-08-31,127,128034,Hubert Hurkacz,R,196.0,POL,23.5,33.0,1353.0,105376,Peter Gojowczyk,R,188.0,GER,31.1,127.0,444.0,6-3 6-4 6-4,5,R128,110.0,14.0,2.0,90.0,54.0,39.0,22.0,15.0,3.0,5.0,3.0,10.0,91.0,47.0,33.0,19.0,14.0,6.0,11.0,2020,2020,8,94.0,0,0.6,0.5164835164835165,0.45454545454545453,0.6
2020-560,Us Open,Hard,G,2020-08-31,128,105173,Adrian Mannarino,L,180.0,FRA,32.1,39.0,1191.0,132283,Lorenzo Sonego,R,191.0,ITA,25.3,46.0,1030.0,6-1 6-4 2-6 6-3,5,R128,161.0,1.0,2.0,99.0,66.0,43.0,18.0,17.0,4.0,8.0,9.0,2.0,99.0,66.0,44.0,11.0,17.0,7.0,14.0,2020,2020,8,7.0,0,0.6666666666666666,0.6666666666666666,0.5,0.5
2020-560,Us Open,Hard,G,2020-08-31,129,106058,Jack Sock,R,191.0,USA,27.9,389.0,95.0,104655,Pablo Cuevas,R,180.0,URU,34.6,61.0,857.0,3-6 6-4 6-2 4-6 7-6(2),5,R128,195.0,10.0,10.0,144.0,84.0,66.0,34.0,25.0,4.0,7.0,12.0,5.0,150.0,101.0,76.0,24.0,25.0,2.0,6.0,2020,2020,8,-328.0,1,0.5833333333333334,0.6733333333333333,0.6666666666666666,0.5714285714285714
2020-560,Us Open,Hard,G,2020-08-31,130,206909,Brandon Nakashima,R,188.0,USA,19.0,223.0,229.0,103893,Paolo Lorenzi,R,183.0,ITA,38.7,125.0,447.0,6-3 6-2 7-6(3),5,R128,132.0,9.0,2.0,87.0,58.0,50.0,18.0,16.0,2.0,2.0,6.0,3.0,84.0,46.0,36.0,16.0,14.0,1.0,4.0,2020,2020,8,-98.0,1,0.6666666666666666,0.5476190476190477,0.75,1.0
2020-560,Us Open,Hard,G,2020-08-31,131,100644,Alexander Zverev,R,198.0,GER,23.3,7.0,3630.0,104731,Kevin Anderson,R,203.0,RSA,34.2,117.0,490.0,7-6(2) 5-7 6-3 7-5,5,R128,187.0,18.0,6.0,135.0,91.0,78.0,20.0,23.0,3.0,5.0,20.0,7.0,131.0,77.0,62.0,27.0,23.0,1.0,4.0,2020,2020,8,110.0,0,0.674074074074074,0.5877862595419847,0.75,0.6
2020-560,Us Open,Hard,G,2020-08-31,132,126610,Matteo Berrettini,R,196.0,ITA,24.3,8.0,2940.0,104424,Go Soeda,R,178.0,JPN,35.9,119.0,480.0,7-6(5) 6-1 6-4,5,R128,121.0,18.0,0.0,78.0,50.0,47.0,19.0,15.0,4.0,4.0,0.0,3.0,88.0,53.0,32.0,23.0,15.0,2.0,5.0,2020,2020,8,111.0,0,0.6410256410256411,0.6022727272727273,0.6,1.0
2020-560,Us Open,Hard,G,2020-08-31,133,200005,Ugo Humbert,L,188.0,FRA,22.1,42.0,1111.0,105216,Yuichi Sugita,R,173.0,JPN,31.9,88.0,682.0,6-3 6-4 6-3,5,R128,112.0,12.0,3.0,70.0,48.0,38.0,15.0,14.0,0.0,1.0,4.0,4.0,98.0,53.0,37.0,21.0,14.0,12.0,17.0,2020,2020,8,46.0,0,0.6857142857142857,0.5408163265306123,0.29411764705882354,0.0
2020-560,Us Open,Hard,G,2020-08-31,134,200325,Emil Ruusuvuori,R,188.0,FIN,21.4,92.0,648.0,105379,Aljaz Bedene,R,181.0,SLO,31.1,53.0,965.0,6-3 3-6 6-1 4-6 6-1,5,R128,189.0,8.0,9.0,124.0,75.0,53.0,29.0,21.0,2.0,5.0,13.0,15.0,145.0,72.0,53.0,31.0,21.0,13.0,20.0,2020,2020,8,-39.0,1,0.6048387096774194,0.496551724137931,0.35,0.4
2020-560,Us Open,Hard,G,2020-08-31,135,134770,Casper Ruud,R,183.0,NOR,21.6,37.0,1279.0,111456,Mackenzie Mcdonald,R,178.0,USA,25.3,243.0,207.0,4-6 4-6 6-4 6-3 6-2,5,R128,222.0,11.0,3.0,147.0,99.0,67.0,26.0,24.0,5.0,9.0,9.0,5.0,169.0,98.0,63.0,37.0,23.0,18.0,24.0,2020,2020,8,206.0,0,0.673469387755102,0.5798816568047337,0.25,0.5555555555555556
2020-560,Us Open,Hard,G,2020-08-31,136,124014,Ernesto Escobedo,R,185.0,MEX,24.1,185.0,284.0,111794,Kamil Majchrzak,R,180.0,POL,24.6,107.0,532.0,7-6(3) 6-2 6-3,5,R128,119.0,14.0,6.0,95.0,54.0,44.0,22.0,16.0,5.0,6.0,9.0,7.0,97.0,44.0,35.0,22.0,14.0,4.0,8.0,2020,2020,8,-78.0,1,0.5684210526315789,0.4536082474226804,0.5,0.8333333333333334
2020-560,Us Open,Hard,G,2020-08-31,137,106099,Salvatore Caruso,R,185.0,ITA,27.7,100.0,623.0,105902,James Duckworth,R,183.0,AUS,28.6,84.0,697.0,4-6 7-5 7-5 6-2,5,R128,200.0,8.0,11.0,145.0,86.0,61.0,35.0,21.0,10.0,12.0,4.0,2.0,134.0,74.0,48.0,34.0,21.0,11.0,16.0,2020,2020,8,-16.0,1,0.593103448275862,0.5522388059701493,0.3125,0.8333333333333334
2020-560,Us Open,Hard,G,2020-08-31,138,106296,Gregoire Barrere,R,183.0,FRA,26.5,93.0,647.0,106121,Taro Daniel,R,191.0,JPN,27.5,112.0,511.0,6-3 6-4 3-6 6-1,5,R128,155.0,15.0,5.0,116.0,67.0,52.0,26.0,18.0,4.0,6.0,6.0,5.0,113.0,64.0,39.0,26.0,17.0,7.0,12.0,2020,2020,8,19.0,0,0.5775862068965517,0.5663716814159292,0.4166666666666667,0.6666666666666666
2020-560,Us Open,Hard,G,2020-08-31,139,126094,Andrey Rublev,R,188.0,RUS,22.8,14.0,2234.0,104871,Jeremy Chardy,R,188.0,FRA,33.5,60.0,860.0,6-4 6-4 6-3,5,R128,127.0,11.0,3.0,89.0,47.0,40.0,22.0,14.0,7.0,8.0,21.0,11.0,126.0,83.0,58.0,14.0,15.0,17.0,22.0,2020,2020,8,46.0,0,0.5280898876404494,0.6587301587301587,0.22727272727272727,0.875
2020-560,Us Open,Hard,G,2020-08-31,140,105777,Grigor Dimitrov,R,191.0,BUL,29.2,20.0,1885.0,126205,Tommy Paul,R,185.0,USA,23.2,58.0,894.0,6-4 6-3 6-1,5,R128,111.0,1.0,4.0,77.0,50.0,42.0,15.0,13.0,7.0,7.0,3.0,3.0,82.0,51.0,29.0,14.0,13.0,7.0,12.0,2020,2020,8,38.0,0,0.6493506493506493,0.6219512195121951,0.4166666666666667,1.0
2020-560,Us Open,Hard,G,2020-08-31,141,105916,Marton Fucsovics,R,188.0,HUN,28.5,66.0,787.0,106198,Hugo Dellien,R,180.0,BOL,27.2,97.0,638.0,6-3 6-3 6-1,5,R128,106.0,7.0,2.0,73.0,36.0,29.0,25.0,13.0,4.0,5.0,1.0,2.0,72.0,52.0,24.0,11.0,12.0,4.0,10.0,2020,2020,8,31.0,0,0.4931506849315068,0.7222222222222222,0.6,0.8
2020-560,Us Open,Hard,G,2020-08-31,142,126207,Frances Tiafoe,R,188.0,USA,22.6,82.0,700.0,104312,Andreas Seppi,R,190.0,ITA,36.5,89.0,671.0,4-6 6-3 6-4 7-5,5,R128,182.0,12.0,5.0,135.0,80.0,64.0,30.0,21.0,8.0,9.0,13.0,4.0,125.0,80.0,58.0,23.0,20.0,7.0,10.0,2020,2020,8,7.0,0,0.5925925925925926,0.64,0.3,0.8888888888888888
2020-560,Us Open,Hard,G,2020-08-31,143,105357,John Millman,R,183.0,AUS,31.2,43.0,1096.0,105932,Nikoloz Basilashvili,R,185.0,GEO,28.5,30.0,1395.0,6-1 6-4 6-4,5,R128,119.0,6.0,0.0,93.0,54.0,43.0,23.0,14.0,7.0,7.0,4.0,2.0,82.0,47.0,30.0,18.0,13.0,4.0,8.0,2020,2020,8,-13.0,1,0.5806451612903226,0.573170731707317,0.5,1.0
2020-560,Us Open,Hard,G,2020-08-31,144,200670,J J Wolf,R,183.0,USA,21.6,138.0,402.0,105550,Guido Pella,L,183.0,ARG,30.2,36.0,1310.0,6-2 0-6 6-3 6-3,5,R128,133.0,13.0,8.0,98.0,54.0,39.0,23.0,16.0,3.0,6.0,3.0,3.0,97.0,68.0,46.0,12.0,16.0,2.0,7.0,2020,2020,8,-102.0,1,0.5510204081632653,0.7010309278350515,0.7142857142857143,0.5
2020-560,Us Open,Hard,G,2020-08-31,145,106148,Roberto Carballes Baena,R,183.0,ESP,27.4,101.0,614.0,103852,Feliciano Lopez,L,188.0,ESP,38.9,57.0,908.0,3-6 7-6(5) 6-4 6-3,5,R128,180.0,3.0,5.0,110.0,71.0,54.0,24.0,20.0,2.0,4.0,17.0,11.0,139.0,66.0,53.0,34.0,21.0,10.0,14.0,2020,2020,8,-44.0,1,0.6454545454545455,0.4748201438848921,0.2857142857142857,0.5
2020-560,Us Open,Hard,G,2020-08-31,146,106331,Christopher Oconnell,R,183.0,AUS,26.2,116.0,498.0,111513,Laslo Djere,R,188.0,SRB,25.2,81.0,705.0,4-6 6-4 7-6(2) 6-4,5,R128,189.0,4.0,1.0,139.0,85.0,61.0,29.0,22.0,8.0,12.0,6.0,10.0,131.0,74.0,57.0,23.0,21.0,6.0,11.0,2020,2020,8,-35.0,1,0.6115107913669064,0.5648854961832062,0.45454545454545453,0.6666666666666666
2020-560,Us Open,Hard,G,2020-08-31,147,106421,Daniil Medvedev,R,198.0,RUS,24.5,5.0,5890.0,105643,Federico Delbonis,L,193.0,ARG,29.9,79.0,711.0,6-1 6-2 6-4,5,R128,106.0,4.0,4.0,66.0,43.0,37.0,16.0,13.0,2.0,2.0,1.0,3.0,84.0,54.0,32.0,13.0,12.0,4.0,9.0,2020,2020,8,74.0,0,0.6515151515151515,0.6428571428571429,0.5555555555555556,1.0
2020-560,Us Open,Hard,G,2020-08-31,148,105138,Roberto Bautista Agut,R,183.0,ESP,32.3,11.0,2540.0,105815,Tennys Sandgren,R,188.0,USA,29.1,48.0,1013.0,6-4 6-4 7-6(3),5,R128,166.0,4.0,2.0,113.0,78.0,51.0,23.0,17.0,17.0,19.0,14.0,5.0,111.0,59.0,45.0,21.0,16.0,7.0,11.0,2020,2020,8,37.0,0,0.6902654867256637,0.5315315315315315,0.36363636363636365,0.8947368421052632
2020-560,Us Open,Hard,G,2020-08-31,149,200175,Miomir Kecmanovic,R,183.0,SRB,21.0,47.0,1028.0,126149,Gianluca Mager,R,188.0,ITA,25.7,80.0,711.0,6-4 6-4 6-7(6) 3-6 6-2,5,R128,174.0,26.0,10.0,163.0,91.0,75.0,39.0,24.0,9.0,10.0,22.0,6.0,155.0,95.0,72.0,39.0,25.0,7.0,11.0,2020,2020,8,33.0,0,0.558282208588957,0.6129032258064516,0.36363636363636365,0.9
2020-560,Us Open,Hard,G,2020-08-31,150,105577,Vasek Pospisil,R,193.0,CAN,30.1,94.0,642.0,104259,Philipp Kohlschreiber,R,178.0,GER,36.8,75.0,729.0,7-6(4) 7-5 7-6(3),5,R128,174.0,23.0,7.0,120.0,68.0,58.0,28.0,19.0,2.0,4.0,9.0,4.0,128.0,65.0,50.0,31.0,19.0,8.0,11.0,2020,2020,8,-19.0,1,0.5666666666666667,0.5078125,0.2727272727272727,0.5
2020-560,Us Open,Hard,G,2020-08-31,151,105683,Milos Raonic,R,196.0,CAN,29.6,18.0,1950.0,104919,Leonardo Mayer,R,188.0,ARG,33.2,120.0,464.0,6-3 6-2 6-3,5,R128,109.0,14.0,5.0,65.0,38.0,34.0,18.0,13.0,0.0,0.0,5.0,7.0,83.0,45.0,28.0,18.0,13.0,4.0,9.0,2020,2020,8,102.0,0,0.5846153846153846,0.5421686746987951,0.5555555555555556,
2020-560,Us Open,Hard,G,2020-08-31,152,200282,Alex De Minaur,R,183.0,AUS,21.5,28.0,1485.0,105413,Andrej Martin,R,183.0,SVK,30.9,98.0,638.0,6-4 6-3 7-5,5,R128,131.0,2.0,4.0,97.0,59.0,41.0,21.0,15.0,6.0,8.0,6.0,2.0,102.0,64.0,38.0,18.0,16.0,2.0,8.0,2020,2020,8,70.0,0,0.6082474226804123,0.6274509803921569,0.75,0.75
2020-560,Us Open,Hard,G,2020-08-31,153,104755,Richard Gasquet,R,183.0,FRA,34.2,51.0,985.0,103333,Ivo Karlovic,R,208.0,CRO,41.5,126.0,444.0,7-6(0) 7-6(4) 6-1,5,R128,113.0,8.0,3.0,98.0,68.0,56.0,21.0,17.0,5.0,6.0,20.0,4.0,94.0,54.0,36.0,25.0,16.0,5.0,8.0,2020,2020,8,75.0,0,0.6938775510204082,0.574468085106383,0.375,0.8333333333333334
2020-560,Us Open,Hard,G,2020-08-31,154,105723,Andrey Kuznetsov,R,183.0,RUS,29.5,999.0,0.0,105023,Sam Querrey,R,198.0,USA,32.9,45.0,1045.0,6-4 7-6(6) 6-2,5,R128,104.0,18.0,2.0,94.0,57.0,48.0,24.0,16.0,3.0,3.0,11.0,2.0,84.0,44.0,38.0,21.0,15.0,3.0,6.0,2020,2020,8,-954.0,1,0.6063829787234043,0.5238095238095238,0.5,1.0
2020-560,Us Open,Hard,G,2020-08-31,155,111575,Karen Khachanov,R,198.0,RUS,24.2,16.0,2120.0,206173,Jannik Sinner,R,191.0,ITA,19.0,74.0,733.0,3-6 6-7(7) 6-2 6-0 7-6(4),5,R128,224.0,18.0,8.0,159.0,99.0,77.0,35.0,25.0,6.0,7.0,12.0,5.0,191.0,108.0,80.0,37.0,24.0,17.0,22.0,2020,2020,8,58.0,0,0.6226415094339622,0.5654450261780105,0.22727272727272727,0.8571428571428571
2020-560,Us Open,Hard,G,2020-08-31,156,200000,Felix Auger Aliassime,R,193.0,CAN,20.0,21.0,1806.0,106329,Thiago Monteiro,L,183.0,BRA,26.2,83.0,700.0,6-3 6-7(7) 7-6(6) 7-6(6),5,R128,231.0,18.0,8.0,150.0,94.0,79.0,31.0,24.0,2.0,2.0,8.0,4.0,145.0,113.0,85.0,22.0,24.0,7.0,8.0,2020,2020,8,62.0,0,0.6266666666666667,0.7793103448275862,0.125,1.0
2020-560,Us Open,Hard,G,2020-08-31,157,104918,Andy Murray,R,191.0,GBR,33.2,115.0,502.0,106415,Yoshihito Nishioka,L,170.0,JPN,24.9,49.0,1007.0,4-6 4-6 7-6(5) 7-6(4) 6-4,5,R128,279.0,14.0,13.0,193.0,110.0,85.0,39.0,29.0,11.0,16.0,8.0,5.0,162.0,109.0,77.0,30.0,27.0,2.0,6.0,2020,2020,8,-66.0,1,0.5699481865284974,0.6728395061728395,0.6666666666666666,0.6875
2020-560,Us Open,Hard,G,2020-08-31,158,144895,Corentin Moutet,L,180.0,FRA,21.3,77.0,722.0,106210,Jiri Vesely,L,198.0,CZE,27.1,67.0,785.0,6-4 6-4 7-5,5,R128,144.0,4.0,4.0,101.0,65.0,48.0,22.0,16.0,8.0,9.0,14.0,2.0,103.0,65.0,46.0,16.0,16.0,9.0,13.0,2020,2020,8,-10.0,1,0.6435643564356436,0.6310679611650486,0.3076923076923077,0.8888888888888888
2020-560,Us Open,Hard,G,2020-08-31,159,105554,Daniel Evans,R,175.0,GBR,30.2,31.0,1384.0,205734,Thiago Seyboth Wild,R,185.0,BRA,20.4,113.0,507.0,6-2 6-1 7-6(5),5,R128,136.0,9.0,1.0,83.0,48.0,38.0,24.0,14.0,2.0,2.0,5.0,4.0,92.0,53.0,30.0,20.0,14.0,5.0,10.0,2020,2020,8,82.0,0,0.5783132530120482,0.5760869565217391,0.5,1.0
2020-560,Us Open,Hard,G,2020-08-31,160,105227,Marin Cilic,R,198.0,CRO,31.9,38.0,1225.0,106045,Denis Kudla,R,180.0,USA,28.0,111.0,521.0,6-7(3) 3-6 7-5 7-5 6-3,5,R128,213.0,26.0,8.0,150.0,90.0,75.0,29.0,27.0,1.0,4.0,19.0,7.0,168.0,104.0,77.0,33.0,28.0,7.0,12.0,2020,2020,8,73.0,0,0.6,0.6190476190476191,0.4166666666666667,0.25
2020-560,Us Open,Hard,G,2020-08-31,161,105613,Norbert Gombos,R,193.0,SVK,30.0,104.0,550.0,105430,Radu Albot,R,175.0,MDA,30.8,70.0,772.0,6-4 6-1 6-4,5,R128,133.0,6.0,2.0,88.0,57.0,43.0,18.0,14.0,2.0,3.0,7.0,5.0,104.0,67.0,45.0,12.0,13.0,8.0,13.0,2020,2020,8,-34.0,1,0.6477272727272727,0.6442307692307693,0.38461538461538464,0.6666666666666666
2020-560,Us Open,Hard,G,2020-08-31,162,111576,Sumit Nagal,R,178.0,IND,23.0,124.0,448.0,105614,Bradley Klahn,L,183.0,USA,30.0,129.0,436.0,6-1 6-3 3-6 6-1,5,R128,132.0,1.0,5.0,88.0,70.0,54.0,11.0,16.0,1.0,2.0,10.0,5.0,116.0,73.0,46.0,19.0,16.0,11.0,17.0,2020,2020,8,5.0,0,0.7954545454545454,0.6293103448275862,0.35294117647058826,0.5
2020-560,Us Open,Hard,G,2020-08-31,163,106233,Dominic Thiem,R,185.0,AUT,26.9,3.0,7135.0,144719,Jaume Munar,R,183.0,ESP,23.3,105.0,548.0,7-6(6) 6-3 RET,5,R128,115.0,9.0,2.0,68.0,43.0,31.0,15.0,12.0,5.0,7.0,1.0,5.0,76.0,43.0,25.0,19.0,10.0,7.0,10.0,2020,2020,8,102.0,0,0.6323529411764706,0.5657894736842105,0.3,0.7142857142857143
2020-560,Us Open,Hard,G,2020-08-31,164,104925,Novak Djokovic,R,188.0,SRB,33.2,1.0,10860.0,106378,Kyle Edmund,R,188.0,GBR,25.6,44.0,1050.0,6-7(5) 6-3 6-4 6-2,5,R64,193.0,16.0,3.0,108.0,72.0,60.0,21.0,20.0,3.0,5.0,7.0,6.0,139.0,82.0,53.0,27.0,20.0,6.0,12.0,2020,2020,8,43.0,0,0.6666666666666666,0.5899280575539568,0.5,0.6
2020-560,Us Open,Hard,G,2020-08-31,165,105526,Jan Lennard Struff,R,193.0,GER,30.3,29.0,1405.0,111581,Michael Mmoh,R,188.0,USA,22.6,186.0,281.0,6-2 6-2 7-5,5,R64,100.0,14.0,1.0,72.0,43.0,39.0,20.0,14.0,1.0,1.0,3.0,1.0,81.0,51.0,35.0,12.0,14.0,4.0,9.0,2020,2020,8,157.0,0,0.5972222222222222,0.6296296296296297,0.5555555555555556,1.0
2020-560,Us Open,Hard,G,2020-08-31,166,105807,Pablo Carreno Busta,R,188.0,ESP,29.1,27.0,1500.0,106283,Mitchell Krueger,R,188.0,USA,26.6,198.0,264.0,6-1 6-2 6-2,5,R64,93.0,4.0,1.0,52.0,36.0,30.0,14.0,11.0,0.0,0.0,6.0,3.0,72.0,42.0,24.0,10.0,12.0,4.0,11.0,2020,2020,8,171.0,0,0.6923076923076923,0.5833333333333334,0.6363636363636364,
