tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year,tourney_year,tourney_month,rank_diff,is_upset,w_1st_pct,l_1st_pct,w_bp_conv,w_bp_save
2017-560,US Open,Hard,G,2017-08-28,174,104259,Philipp Kohlschreiber,R,178.0,GER,33.8,37.0,1135.0,105053,Santiago Giraldo,R,188.0,COL,29.7,129.0,441.0,6-2 6-1 3-0 RET,5,R64,87.0,7.0,3.0,64.0,35.0,28.0,17.0,9.0,8.0,8.0,3.0,5.0,60.0,27.0,17.0,11.0,9.0,6.0,12.0,2017,2017,8,92.0,0,0.546875,0.45,0.5,1.0
2017-560,US Open,Hard,G,2017-08-28,175,105357,John Millman,R,183.0,AUS,28.2,235.0,220.0,104291,Malek Jaziri,R,185.0,TUN,33.6,80.0,650.0,6-1 7-6(1) 6-1,5,R64,120.0,5.0,1.0,96.0,61.0,43.0,19.0,13.0,6.0,9.0,1.0,4.0,88.0,51.0,30.0,11.0,13.0,6.0,13.0,2017,2017,8,-155.0,1,0.6354166666666666,0.5795454545454546,0.5384615384615384,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,176,105138,Roberto Bautista Agut,R,183.0,ESP,29.3,13.0,2525.0,104460,Dustin Brown,R,196.0,JAM,32.7,116.0,490.0,6-1 6-3 7-6(3),5,R64,109.0,4.0,3.0,82.0,44.0,35.0,27.0,14.0,4.0,5.0,10.0,6.0,98.0,42.0,26.0,25.0,14.0,6.0,11.0,2017,2017,8,103.0,0,0.5365853658536586,0.42857142857142855,0.45454545454545453,0.8
2017-560,US Open,Hard,G,2017-08-28,177,105223,Juan Martin Del Potro,R,198.0,ARG,28.9,28.0,1460.0,104629,Adrian Menendez Maceiras,R,185.0,ESP,31.8,148.0,377.0,6-2 6-3 7-6(3),5,R64,130.0,17.0,4.0,85.0,54.0,48.0,17.0,15.0,2.0,2.0,8.0,2.0,97.0,57.0,39.0,20.0,14.0,3.0,7.0,2017,2017,8,120.0,0,0.6352941176470588,0.5876288659793815,0.5714285714285714,1.0
2017-560,US Open,Hard,G,2017-08-28,178,105173,Adrian Mannarino,L,180.0,FRA,29.1,34.0,1255.0,106216,Bjorn Fratangelo,R,183.0,USA,24.1,135.0,418.0,6-3 6-7(4) 6-1 6-2,5,R64,137.0,12.0,3.0,114.0,71.0,55.0,24.0,18.0,4.0,6.0,6.0,3.0,99.0,57.0,37.0,17.0,18.0,0.0,7.0,2017,2017,8,101.0,0,0.6228070175438597,0.5757575757575758,1.0,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,179,106233,Dominic Thiem,R,185.0,AUT,23.9,8.0,4030.0,126203,Taylor Fritz,R,196.0,USA,19.8,108.0,519.0,6-4 6-4 4-6 7-5,5,R64,170.0,5.0,6.0,145.0,89.0,61.0,34.0,21.0,16.0,18.0,7.0,3.0,133.0,80.0,58.0,29.0,21.0,5.0,9.0,2017,2017,8,100.0,0,0.6137931034482759,0.6015037593984962,0.4444444444444444,0.8888888888888888
2017-560,US Open,Hard,G,2017-08-28,180,105023,Sam Querrey,R,198.0,USA,29.8,21.0,2095.0,104534,Dudi Sela,R,175.0,ISR,32.3,71.0,703.0,6-4 6-1 6-4,5,R64,80.0,19.0,5.0,72.0,47.0,41.0,14.0,14.0,4.0,5.0,1.0,2.0,69.0,35.0,24.0,16.0,13.0,2.0,7.0,2017,2017,8,50.0,0,0.6527777777777778,0.5072463768115942,0.7142857142857143,0.8
2017-560,US Open,Hard,G,2017-08-28,181,105430,Radu Albot,R,175.0,MDA,27.7,138.0,405.0,104229,Yen Hsun Lu,R,180.0,TPE,34.0,63.0,761.0,6-2 7-6(7) 5-7 0-6 7-6(2),5,R64,236.0,6.0,7.0,173.0,107.0,74.0,35.0,25.0,13.0,19.0,9.0,7.0,169.0,100.0,67.0,40.0,25.0,8.0,12.0,2017,2017,8,-75.0,1,0.6184971098265896,0.591715976331361,0.3333333333333333,0.6842105263157895
2017-560,US Open,Hard,G,2017-08-28,182,104999,Mischa Zverev,L,190.0,GER,30.0,27.0,1484.0,105332,Benoit Paire,R,196.0,FRA,28.3,41.0,1085.0,6-3 6-2 3-6 6-7(3) 7-5,5,R64,169.0,8.0,4.0,158.0,108.0,79.0,27.0,25.0,9.0,11.0,12.0,14.0,155.0,87.0,65.0,33.0,25.0,11.0,16.0,2017,2017,8,14.0,0,0.6835443037974683,0.5612903225806452,0.3125,0.8181818181818182
2017-560,US Open,Hard,G,2017-08-28,183,104545,John Isner,R,208.0,USA,32.3,15.0,2425.0,111202,Hyeon Chung,R,188.0,KOR,21.2,47.0,992.0,6-3 6-4 7-5,5,R64,106.0,30.0,2.0,77.0,56.0,49.0,15.0,16.0,0.0,0.0,4.0,5.0,93.0,51.0,33.0,26.0,15.0,1.0,4.0,2017,2017,8,32.0,0,0.7272727272727273,0.5483870967741935,0.75,
2017-560,US Open,Hard,G,2017-08-28,184,105341,Thomas Fabbiano,R,173.0,ITA,28.2,82.0,646.0,111442,Jordan Thompson,R,183.0,AUS,23.3,73.0,691.0,2-6 6-2 3-6 6-4 6-2,5,R64,177.0,3.0,6.0,117.0,77.0,48.0,20.0,22.0,5.0,12.0,1.0,15.0,137.0,91.0,56.0,17.0,21.0,8.0,17.0,2017,2017,8,-9.0,1,0.6581196581196581,0.6642335766423357,0.5294117647058824,0.4166666666666667
2017-560,US Open,Hard,G,2017-08-28,185,103893,Paolo Lorenzi,R,183.0,ITA,35.7,40.0,1100.0,104180,Gilles Muller,L,193.0,LUX,34.3,23.0,1885.0,6-7(4) 6-3 7-6(4) 6-3,5,R64,208.0,11.0,10.0,147.0,70.0,56.0,43.0,21.0,4.0,6.0,20.0,10.0,136.0,68.0,54.0,31.0,21.0,7.0,11.0,2017,2017,8,-17.0,1,0.47619047619047616,0.5,0.36363636363636365,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,186,104731,Kevin Anderson,R,203.0,RSA,31.2,32.0,1360.0,105208,Ernests Gulbis,R,190.0,LAT,28.9,255.0,201.0,6-3 7-5 6-4,5,R64,137.0,18.0,7.0,101.0,64.0,54.0,17.0,16.0,7.0,7.0,12.0,10.0,96.0,58.0,46.0,15.0,15.0,10.0,13.0,2017,2017,8,223.0,0,0.6336633663366337,0.6041666666666666,0.23076923076923078,1.0
2017-560,US Open,Hard,G,2017-08-28,187,106432,Borna Coric,R,188.0,CRO,20.7,61.0,796.0,100644,Alexander Zverev,R,198.0,GER,20.3,6.0,4470.0,3-6 7-5 7-6(1) 7-6(4),5,R64,206.0,5.0,3.0,150.0,102.0,78.0,27.0,23.0,10.0,11.0,22.0,7.0,149.0,100.0,76.0,27.0,22.0,6.0,7.0,2017,2017,8,-55.0,1,0.68,0.6711409395973155,0.14285714285714285,0.9090909090909091
2017-560,US Open,Hard,G,2017-08-28,188,133430,Denis Shapovalov,L,185.0,CAN,18.3,69.0,721.0,104542,Jo-Wilfried Tsonga,R,188.0,FRA,32.3,12.0,2690.0,6-4 6-4 7-6(3),5,R64,132.0,2.0,3.0,97.0,65.0,50.0,18.0,16.0,3.0,4.0,4.0,5.0,96.0,49.0,36.0,25.0,16.0,2.0,5.0,2017,2017,8,-57.0,1,0.6701030927835051,0.5104166666666666,0.6,0.75
2017-560,US Open,Hard,G,2017-08-28,189,106378,Kyle Edmund,R,188.0,GBR,22.6,42.0,1082.0,105449,Steve Johnson,R,188.0,USA,27.6,46.0,1000.0,7-5 6-2 7-6(4),5,R64,137.0,2.0,2.0,104.0,65.0,47.0,23.0,16.0,5.0,7.0,9.0,8.0,102.0,66.0,48.0,11.0,16.0,6.0,11.0,2017,2017,8,4.0,0,0.625,0.6470588235294118,0.45454545454545453,0.7142857142857143
2017-560,US Open,Hard,G,2017-08-28,190,103917,Nicolas Mahut,R,191.0,FRA,35.6,115.0,491.0,105077,Albert Ramos,L,188.0,ESP,29.6,24.0,1815.0,4-6 6-4 4-6 6-3 6-0,5,R64,207.0,14.0,7.0,141.0,95.0,71.0,23.0,23.0,9.0,13.0,5.0,7.0,158.0,102.0,62.0,27.0,22.0,17.0,24.0,2017,2017,8,-91.0,1,0.6737588652482269,0.6455696202531646,0.2916666666666667,0.6923076923076923
2017-560,US Open,Hard,G,2017-08-28,191,105807,Pablo Carreno Busta,R,188.0,ESP,26.1,19.0,2225.0,111815,Cameron Norrie,L,188.0,GBR,22.0,225.0,229.0,6-2 6-4 6-3,5,R64,103.0,3.0,0.0,88.0,66.0,47.0,12.0,14.0,6.0,7.0,4.0,9.0,88.0,44.0,28.0,20.0,13.0,4.0,10.0,2017,2017,8,206.0,0,0.75,0.5,0.6,0.8571428571428571
2017-560,US Open,Hard,G,2017-08-28,192,106298,Lucas Pouille,R,185.0,FRA,23.5,20.0,2210.0,111577,Jared Donaldson,R,188.0,USA,20.8,51.0,928.0,7-5 6-4 4-6 3-6 6-4,5,R64,210.0,16.0,9.0,157.0,86.0,64.0,32.0,26.0,13.0,20.0,11.0,10.0,160.0,77.0,57.0,40.0,25.0,12.0,19.0,2017,2017,8,31.0,0,0.5477707006369427,0.48125,0.3684210526315789,0.65
2017-560,US Open,Hard,G,2017-08-28,193,105062,Mikhail Kukushkin,R,183.0,KAZ,29.6,103.0,538.0,105539,Evgeny Donskoy,R,185.0,RUS,27.3,99.0,549.0,6-4 6-4 7-5,5,R64,148.0,1.0,3.0,91.0,56.0,46.0,18.0,16.0,4.0,6.0,8.0,5.0,116.0,59.0,41.0,27.0,16.0,7.0,12.0,2017,2017,8,-4.0,1,0.6153846153846154,0.5086206896551724,0.4166666666666667,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,194,106043,Diego Schwartzman,R,170.0,ARG,25.0,33.0,1280.0,104386,Janko Tipsarevic,R,180.0,SRB,33.1,67.0,736.0,6-2 6-4 7-5,5,R64,140.0,0.0,4.0,103.0,53.0,37.0,28.0,15.0,8.0,11.0,4.0,2.0,98.0,46.0,28.0,21.0,15.0,7.0,14.0,2017,2017,8,34.0,0,0.5145631067961165,0.46938775510204084,0.5,0.7272727272727273
2017-560,US Open,Hard,G,2017-08-28,195,105227,Marin Cilic,R,198.0,CRO,28.9,7.0,4155.0,104252,Florian Mayer,R,190.0,GER,33.8,74.0,688.0,6-3 6-3 6-3,5,R64,100.0,18.0,6.0,83.0,40.0,35.0,24.0,14.0,4.0,5.0,2.0,3.0,70.0,42.0,26.0,11.0,13.0,5.0,10.0,2017,2017,8,67.0,0,0.4819277108433735,0.6,0.5,0.8
2017-560,US Open,Hard,G,2017-08-28,196,104745,Rafael Nadal,L,185.0,ESP,31.2,1.0,7645.0,104919,Leonardo Mayer,R,188.0,ARG,30.2,59.0,815.0,6-7(3) 6-3 6-1 6-4,5,R32,195.0,4.0,3.0,109.0,74.0,54.0,24.0,19.0,2.0,3.0,12.0,5.0,151.0,95.0,57.0,32.0,19.0,19.0,25.0,2017,2017,8,58.0,0,0.6788990825688074,0.6291390728476821,0.24,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,197,105238,Alexandr Dolgopolov,R,180.0,UKR,28.8,64.0,751.0,104678,Viktor Troicki,R,193.0,SRB,31.5,52.0,920.0,6-1 6-0 6-4,5,R32,82.0,3.0,4.0,75.0,37.0,30.0,21.0,12.0,3.0,4.0,3.0,4.0,62.0,30.0,15.0,13.0,11.0,3.0,10.0,2017,2017,8,-12.0,1,0.49333333333333335,0.4838709677419355,0.7,0.75
2017-560,US Open,Hard,G,2017-08-28,198,105676,David Goffin,R,180.0,BEL,26.7,14.0,2525.0,104792,Gael Monfils,R,193.0,FRA,30.9,22.0,1915.0,7-5 5-1 RET,5,R32,75.0,0.0,0.0,53.0,32.0,26.0,12.0,9.0,2.0,2.0,1.0,4.0,61.0,27.0,18.0,17.0,9.0,2.0,5.0,2017,2017,8,8.0,0,0.6037735849056604,0.4426229508196721,0.6,1.0
2017-560,US Open,Hard,G,2017-08-28,199,126094,Andrey Rublev,R,188.0,RUS,19.8,53.0,890.0,106000,Damir Dzumhur,R,175.0,BIH,25.2,56.0,855.0,6-4 6-4 5-7 6-4,5,R32,166.0,7.0,4.0,148.0,91.0,55.0,28.0,21.0,13.0,20.0,5.0,4.0,126.0,83.0,50.0,18.0,21.0,6.0,15.0,2017,2017,8,3.0,0,0.6148648648648649,0.6587301587301587,0.6,0.65
2017-560,US Open,Hard,G,2017-08-28,200,103819,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,103852,Feliciano Lopez,L,188.0,ESP,35.9,35.0,1250.0,6-3 6-3 7-5,5,R32,106.0,13.0,1.0,84.0,46.0,39.0,22.0,15.0,5.0,6.0,9.0,3.0,91.0,49.0,38.0,16.0,15.0,7.0,12.0,2017,2017,8,32.0,0,0.5476190476190477,0.5384615384615384,0.4166666666666667,0.8333333333333334
2017-560,US Open,Hard,G,2017-08-28,201,104259,Philipp Kohlschreiber,R,178.0,GER,33.8,37.0,1135.0,105357,John Millman,R,183.0,AUS,28.2,235.0,220.0,7-5 6-2 6-4,5,R32,140.0,5.0,4.0,97.0,54.0,45.0,21.0,15.0,5.0,6.0,2.0,1.0,111.0,68.0,43.0,20.0,15.0,8.0,13.0,2017,2017,8,198.0,0,0.5567010309278351,0.6126126126126126,0.38461538461538464,0.8333333333333334
2017-560,US Open,Hard,G,2017-08-28,202,105223,Juan Martin Del Potro,R,198.0,ARG,28.9,28.0,1460.0,105138,Roberto Bautista Agut,R,183.0,ESP,29.3,13.0,2525.0,6-3 6-3 6-4,5,R32,130.0,14.0,4.0,77.0,49.0,38.0,17.0,14.0,2.0,3.0,0.0,1.0,92.0,57.0,37.0,16.0,14.0,8.0,13.0,2017,2017,8,-15.0,1,0.6363636363636364,0.6195652173913043,0.38461538461538464,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,203,106233,Dominic Thiem,R,185.0,AUT,23.9,8.0,4030.0,105173,Adrian Mannarino,L,180.0,FRA,29.1,34.0,1255.0,7-5 6-3 6-4,5,R32,133.0,5.0,1.0,104.0,70.0,54.0,17.0,16.0,9.0,10.0,0.0,2.0,89.0,55.0,34.0,19.0,15.0,2.0,6.0,2017,2017,8,26.0,0,0.6730769230769231,0.6179775280898876,0.6666666666666666,0.9
2017-560,US Open,Hard,G,2017-08-28,204,105023,Sam Querrey,R,198.0,USA,29.8,21.0,2095.0,105430,Radu Albot,R,175.0,MDA,27.7,138.0,405.0,4-6 6-2 6-4 6-4,5,R32,128.0,19.0,3.0,103.0,59.0,47.0,29.0,19.0,1.0,2.0,5.0,4.0,106.0,78.0,54.0,15.0,19.0,5.0,9.0,2017,2017,8,117.0,0,0.5728155339805825,0.7358490566037735,0.4444444444444444,0.5
2017-560,US Open,Hard,G,2017-08-28,205,104999,Mischa Zverev,L,190.0,GER,30.0,27.0,1484.0,104545,John Isner,R,208.0,USA,32.3,15.0,2425.0,6-4 6-3 7-6(5),5,R32,127.0,4.0,1.0,94.0,59.0,46.0,24.0,16.0,3.0,3.0,11.0,7.0,101.0,67.0,51.0,13.0,15.0,2.0,5.0,2017,2017,8,-12.0,1,0.6276595744680851,0.6633663366336634,0.6,1.0
2017-560,US Open,Hard,G,2017-08-28,206,103893,Paolo Lorenzi,R,183.0,ITA,35.7,40.0,1100.0,105341,Thomas Fabbiano,R,173.0,ITA,28.2,82.0,646.0,6-2 6-4 6-4,5,R32,132.0,7.0,2.0,86.0,52.0,34.0,17.0,14.0,5.0,9.0,1.0,2.0,87.0,52.0,27.0,16.0,14.0,4.0,12.0,2017,2017,8,42.0,0,0.6046511627906976,0.5977011494252874,0.6666666666666666,0.5555555555555556
2017-560,US Open,Hard,G,2017-08-28,207,104731,Kevin Anderson,R,203.0,RSA,31.2,32.0,1360.0,106432,Borna Coric,R,188.0,CRO,20.7,61.0,796.0,6-4 6-3 6-2,5,R32,110.0,12.0,3.0,85.0,55.0,43.0,18.0,14.0,5.0,5.0,2.0,3.0,74.0,48.0,29.0,16.0,13.0,4.0,8.0,2017,2017,8,29.0,0,0.6470588235294118,0.6486486486486487,0.5,1.0
2017-560,US Open,Hard,G,2017-08-28,208,133430,Denis Shapovalov,L,185.0,CAN,18.3,69.0,721.0,106378,Kyle Edmund,R,188.0,GBR,22.6,42.0,1082.0,3-6 6-3 6-3 1-0 RET,5,R32,124.0,8.0,5.0,79.0,50.0,40.0,15.0,14.0,4.0,6.0,2.0,1.0,103.0,66.0,42.0,18.0,14.0,9.0,13.0,2017,2017,8,-27.0,1,0.6329113924050633,0.6407766990291263,0.3076923076923077,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,209,105807,Pablo Carreno Busta,R,188.0,ESP,26.1,19.0,2225.0,103917,Nicolas Mahut,R,191.0,FRA,35.6,115.0,491.0,6-3 6-4 6-3,5,R32,108.0,4.0,1.0,74.0,58.0,44.0,9.0,14.0,2.0,4.0,5.0,4.0,91.0,54.0,32.0,17.0,14.0,4.0,10.0,2017,2017,8,96.0,0,0.7837837837837838,0.5934065934065934,0.6,0.5
2017-560,US Open,Hard,G,2017-08-28,210,106298,Lucas Pouille,R,185.0,FRA,23.5,20.0,2210.0,105062,Mikhail Kukushkin,R,183.0,KAZ,29.6,103.0,538.0,2-6 6-3 6-4 6-4,5,R32,141.0,9.0,5.0,112.0,60.0,43.0,33.0,19.0,3.0,5.0,9.0,2.0,112.0,69.0,49.0,22.0,18.0,10.0,13.0,2017,2017,8,83.0,0,0.5357142857142857,0.6160714285714286,0.23076923076923078,0.6
2017-560,US Open,Hard,G,2017-08-28,211,106043,Diego Schwartzman,R,170.0,ARG,25.0,33.0,1280.0,105227,Marin Cilic,R,198.0,CRO,28.9,7.0,4155.0,4-6 7-5 7-5 6-4,5,R32,204.0,6.0,4.0,145.0,101.0,62.0,22.0,22.0,14.0,21.0,14.0,9.0,139.0,77.0,56.0,20.0,22.0,11.0,20.0,2017,2017,8,-26.0,1,0.696551724137931,0.5539568345323741,0.45,0.6666666666666666
2017-560,US Open,Hard,G,2017-08-28,212,104745,Rafael Nadal,L,185.0,ESP,31.2,1.0,7645.0,105238,Alexandr Dolgopolov,R,180.0,UKR,28.8,64.0,751.0,6-2 6-4 6-1,5,R16,101.0,4.0,2.0,63.0,44.0,36.0,15.0,13.0,2.0,2.0,7.0,2.0,86.0,51.0,33.0,15.0,12.0,7.0,13.0,2017,2017,8,63.0,0,0.6984126984126984,0.5930232558139535,0.46153846153846156,1.0
2017-560,US Open,Hard,G,2017-08-28,213,126094,Andrey Rublev,R,188.0,RUS,19.8,53.0,890.0,105676,David Goffin,R,180.0,BEL,26.7,14.0,2525.0,7-5 7-6(5) 6-3,5,R16,125.0,12.0,4.0,98.0,56.0,46.0,20.0,17.0,1.0,3.0,8.0,8.0,120.0,66.0,45.0,25.0,16.0,3.0,8.0,2017,2017,8,-39.0,1,0.5714285714285714,0.55,0.625,0.3333333333333333
2017-560,US Open,Hard,G,2017-08-28,214,103819,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,104259,Philipp Kohlschreiber,R,178.0,GER,33.8,37.0,1135.0,6-4 6-2 7-5,5,R16,109.0,11.0,2.0,75.0,49.0,43.0,19.0,15.0,0.0,0.0,4.0,2.0,96.0,55.0,37.0,20.0,15.0,3.0,7.0,2017,2017,8,34.0,0,0.6533333333333333,0.5729166666666666,0.5714285714285714,
2017-560,US Open,Hard,G,2017-08-28,215,105223,Juan Martin Del Potro,R,198.0,ARG,28.9,28.0,1460.0,106233,Dominic Thiem,R,185.0,AUT,23.9,8.0,4030.0,1-6 2-6 6-1 7-6(1) 6-4,5,R16,215.0,9.0,4.0,136.0,78.0,50.0,33.0,22.0,6.0,12.0,5.0,5.0,144.0,91.0,57.0,31.0,22.0,11.0,16.0,2017,2017,8,-20.0,1,0.5735294117647058,0.6319444444444444,0.3125,0.5
2017-560,US Open,Hard,G,2017-08-28,216,105023,Sam Querrey,R,198.0,USA,29.8,21.0,2095.0,104999,Mischa Zverev,L,190.0,GER,30.0,27.0,1484.0,6-2 6-2 6-1,5,R16,76.0,18.0,3.0,62.0,38.0,35.0,13.0,12.0,0.0,0.0,6.0,4.0,80.0,51.0,29.0,11.0,11.0,6.0,12.0,2017,2017,8,6.0,0,0.6129032258064516,0.6375,0.5,
2017-560,US Open,Hard,G,2017-08-28,217,104731,Kevin Anderson,R,203.0,RSA,31.2,32.0,1360.0,103893,Paolo Lorenzi,R,183.0,ITA,35.7,40.0,1100.0,6-4 6-3 6-7(4) 6-4,5,R16,177.0,18.0,3.0,107.0,70.0,59.0,23.0,21.0,0.0,2.0,6.0,9.0,126.0,65.0,48.0,32.0,20.0,4.0,9.0,2017,2017,8,8.0,0,0.6542056074766355,0.5158730158730159,0.5555555555555556,0.0
2017-560,US Open,Hard,G,2017-08-28,218,105807,Pablo Carreno Busta,R,188.0,ESP,26.1,19.0,2225.0,133430,Denis Shapovalov,L,185.0,CAN,18.3,69.0,721.0,7-6(2) 7-6(4) 7-6(3),5,R16,174.0,1.0,4.0,133.0,83.0,57.0,30.0,18.0,10.0,13.0,8.0,4.0,119.0,71.0,58.0,20.0,18.0,6.0,9.0,2017,2017,8,50.0,0,0.6240601503759399,0.5966386554621849,0.3333333333333333,0.7692307692307693
2017-560,US Open,Hard,G,2017-08-28,219,106043,Diego Schwartzman,R,170.0,ARG,25.0,33.0,1280.0,106298,Lucas Pouille,R,185.0,FRA,23.5,20.0,2210.0,7-6(3) 7-5 2-6 6-2,5,R16,155.0,9.0,4.0,136.0,85.0,54.0,27.0,20.0,8.0,14.0,15.0,8.0,111.0,70.0,48.0,17.0,20.0,2.0,9.0,2017,2017,8,-13.0,1,0.625,0.6306306306306306,0.7777777777777778,0.5714285714285714
2017-560,US Open,Hard,G,2017-08-28,220,104745,Rafael Nadal,L,185.0,ESP,31.2,1.0,7645.0,126094,Andrey Rublev,R,188.0,RUS,19.8,53.0,890.0,6-1 6-2 6-2,5,QF,96.0,4.0,3.0,63.0,43.0,36.0,11.0,12.0,3.0,4.0,1.0,7.0,82.0,51.0,28.0,9.0,11.0,11.0,18.0,2017,2017,8,52.0,0,0.6825396825396826,0.6219512195121951,0.3888888888888889,0.75
2017-560,US Open,Hard,G,2017-08-28,221,105223,Juan Martin Del Potro,R,198.0,ARG,28.9,28.0,1460.0,103819,Roger Federer,R,185.0,SUI,36.0,3.0,7145.0,7-5 3-6 7-6(8) 6-4,5,QF,170.0,12.0,3.0,119.0,80.0,65.0,20.0,22.0,1.0,3.0,17.0,5.0,137.0,84.0,61.0,30.0,21.0,3.0,6.0,2017,2017,8,-25.0,1,0.6722689075630253,0.6131386861313869,0.5,0.3333333333333333
2017-560,US Open,Hard,G,2017-08-28,222,104731,Kevin Anderson,R,203.0,RSA,31.2,32.0,1360.0,105023,Sam Querrey,R,198.0,USA,29.8,21.0,2095.0,7-6(5) 6-7(9) 6-3 7-6(7),5,QF,206.0,22.0,3.0,147.0,99.0,81.0,29.0,23.0,1.0,2.0,20.0,7.0,153.0,84.0,68.0,38.0,22.0,4.0,6.0,2017,2017,8,-11.0,1,0.673469387755102,0.5490196078431373,0.3333333333333333,0.5
2017-560,US Open,Hard,G,2017-08-28,223,105807,Pablo Carreno Busta,R,188.0,ESP,26.1,19.0,2225.0,106043,Diego Schwartzman,R,170.0,ARG,25.0,33.0,1280.0,6-4 6-4 6-2,5,QF,119.0,7.0,3.0,97.0,62.0,40.0,22.0,14.0,8.0,10.0,4.0,3.0,72.0,45.0,28.0,9.0,14.0,2.0,8.0,2017,2017,8,14.0,0,0.6391752577319587,0.625,0.75,0.8
2017-560,US Open,Hard,G,2017-08-28,224,104745,Rafael Nadal,L,185.0,ESP,31.2,1.0,7645.0,105223,Juan Martin Del Potro,R,198.0,ARG,28.9,28.0,1460.0,4-6 6-0 6-3 6-2,5,SF,150.0,5.0,2.0,90.0,65.0,50.0,18.0,17.0,1.0,2.0,7.0,4.0,95.0,63.0,45.0,9.0,16.0,7.0,13.0,2017,2017,8,27.0,0,0.7222222222222222,0.6631578947368421,0.46153846153846156,0.5
2017-560,US Open,Hard,G,2017-08-28,225,104731,Kevin Anderson,R,203.0,RSA,31.2,32.0,1360.0,105807,Pablo Carreno Busta,R,188.0,ESP,26.1,19.0,2225.0,4-6 7-5 6-3 6-4,5,SF,175.0,22.0,1.0,103.0,71.0,59.0,21.0,21.0,2.0,4.0,1.0,2.0,144.0,102.0,65.0,22.0,20.0,10.0,14.0,2017,2017,8,-13.0,1,0.6893203883495146,0.7083333333333334,0.2857142857142857,0.5
2017-560,US Open,Hard,G,2017-08-28,226,104745,Rafael Nadal,L,185.0,ESP,31.2,1.0,7645.0,104731,Kevin Anderson,R,203.0,RSA,31.2,32.0,1360.0,6-3 6-3 6-4,5,F,147.0,1.0,1.0,72.0,45.0,38.0,19.0,14.0,0.0,0.0,10.0,4.0,108.0,64.0,47.0,16.0,14.0,5.0,9.0,2017,2017,8,31.0,0,0.625,0.5925925925925926,0.4444444444444444,
2018-560,US Open,Hard,G,2018-08-27,100,104745,Rafael Nadal,L,185.0,ESP,32.2,1.0,10040.0,103970,David Ferrer,R,175.0,ESP,36.4,148.0,390.0,6-3 3-4 RET,5,R128,83.0,2.0,3.0,45.0,28.0,20.0,8.0,8.0,1.0,3.0,1.0,4.0,57.0,37.0,20.0,10.0,8.0,3.0,6.0,2018,2018,8,147.0,0,0.6222222222222222,0.6491228070175439,0.5,0.3333333333333333
2018-560,US Open,Hard,G,2018-08-27,101,105577,Vasek Pospisil,R,193.0,CAN,28.1,88.0,642.0,105041,Lukas Lacko,R,185.0,SVK,30.8,77.0,736.0,7-5 6-3 6-2,5,R128,123.0,13.0,3.0,89.0,54.0,44.0,15.0,15.0,4.0,6.0,4.0,4.0,92.0,54.0,34.0,14.0,14.0,3.0,10.0,2018,2018,8,-11.0,1,0.6067415730337079,0.5869565217391305,0.7,0.6666666666666666
2018-560,US Open,Hard,G,2018-08-27,102,132283,Lorenzo Sonego,R,191.0,ITA,23.2,121.0,460.0,104180,Gilles Muller,L,193.0,LUX,35.3,127.0,448.0,7-6(2) 6-7(9) 5-7 7-6(6) 6-2,5,R128,256.0,27.0,4.0,171.0,106.0,86.0,37.0,28.0,4.0,7.0,18.0,18.0,181.0,96.0,77.0,44.0,28.0,6.0,10.0,2018,2018,8,6.0,0,0.6198830409356725,0.5303867403314917,0.4,0.5714285714285714
2018-560,US Open,Hard,G,2018-08-27,103,111575,Karen Khachanov,R,198.0,RUS,22.2,26.0,1525.0,105077,Albert Ramos,L,188.0,ESP,30.6,52.0,985.0,6-3 6-2 6-3,5,R128,106.0,7.0,1.0,66.0,42.0,37.0,15.0,13.0,0.0,0.0,4.0,2.0,87.0,51.0,29.0,16.0,13.0,7.0,12.0,2018,2018,8,26.0,0,0.6363636363636364,0.5862068965517241,0.4166666666666667,
2018-560,US Open,Hard,G,2018-08-27,104,106058,Jack Sock,R,191.0,USA,25.9,18.0,1815.0,105819,Guido Andreozzi,R,183.0,ARG,27.0,113.0,498.0,6-0 7-6(4) 6-2,5,R128,118.0,10.0,2.0,76.0,53.0,41.0,15.0,13.0,1.0,2.0,7.0,4.0,87.0,53.0,32.0,14.0,14.0,8.0,14.0,2018,2018,8,95.0,0,0.6973684210526315,0.6091954022988506,0.42857142857142855,0.5
