player,hard_wins,hard_losses,hard_total,hard_win_pct,avg_aces,avg_df,avg_bp_conv,avg_bp_save,avg_1st_pct,recent_form_pct,uso_wins,uso_win_pct,atp_rank,atp_points,rank_score,uso_score,power_rank
Evgeny Donskoy,30.0,56.0,86.0,0.3488372093023256,6.0,2.3666666666666667,0.5512373347899664,0.7173508483853311,0.5923182854424826,0.2,2.0,0.2222222222222222,999.0,0.0,0.0,0.22397204481767963,248
Maximilian Marterer,18.0,38.0,56.0,0.32142857142857145,9.555555555555555,1.1111111111111112,0.5876984126984127,0.6794117647058824,0.6382182248169272,0.4,0.0,0.0,999.0,0.0,0.0,0.2237126517273576,249
Pedro Cachin,5.0,16.0,21.0,0.23809523809523808,9.8,2.0,0.4565367965367965,0.5186868686868686,0.6254733233436784,0.2,2.0,0.5,999.0,0.0,0.0,0.22328499278499278,250
Peter Polansky,6.0,17.0,23.0,0.2608695652173913,4.833333333333333,3.0,0.4851190476190476,0.6587301587301587,0.5817994815617752,0.5,0.0,0.0,999.0,0.0,0.0,0.22240985162180812,251
Santiago Giraldo,9.0,23.0,32.0,0.28125,5.888888888888889,2.2222222222222223,0.4879392212725546,0.5967261904761905,0.6507716580760005,0.3,1.0,0.25,999.0,0.0,0.0,0.22204577058743727,252
Dustin Brown,14.0,28.0,42.0,0.3333333333333333,10.0,3.5714285714285716,0.39599309420737994,0.8173800558415943,0.6308049539290213,0.2,1.0,0.25,999.0,0.0,0.0,0.22150199083578204,253
Ernesto Escobedo,15.0,28.0,43.0,0.3488372093023256,6.2,2.2666666666666666,0.5500360750360751,0.5973809523809523,0.5885323160013375,0.1,3.0,0.375,999.0,0.0,0.0,0.22083015369643277,254
Thomas Fabbiano,13.0,35.0,48.0,0.2708333333333333,3.0,3.4615384615384617,0.4737021148785855,0.651881451881452,0.692868107918296,0.1,3.0,0.5,999.0,0.0,0.0,0.21898751167133523,255
Yen Hsun Lu,31.0,41.0,72.0,0.4305555555555556,5.483870967741935,2.129032258064516,0.47201449983708044,0.5758547008547008,0.588744349976704,0.1,1.0,0.25,999.0,0.0,0.0,0.217532348923478,256
Jozef Kovalik,9.0,19.0,28.0,0.32142857142857145,4.111111111111111,2.111111111111111,0.4423009089675756,0.7009980759980761,0.6215328049562535,0.4,0.0,0.0,999.0,0.0,0.0,0.21752209210542545,257
Pavel Kotov,17.0,27.0,44.0,0.38636363636363635,3.588235294117647,2.4705882352941178,0.48354880413703943,0.725740599270011,0.6706276825846372,0.3,0.0,0.0,999.0,0.0,0.0,0.21705537926126162,258
Leonardo Mayer,37.0,44.0,81.0,0.4567901234567901,8.972972972972974,3.324324324324324,0.4880275262628204,0.7023285853931015,0.6150366950472805,0.0,2.0,0.2857142857142857,999.0,0.0,0.0,0.21657247930413648,259
Jason Jung,7.0,18.0,25.0,0.28,4.0,1.5714285714285714,0.4397031539888682,0.4857142857142857,0.6209462333625186,0.5,0.0,0.0,999.0,0.0,0.0,0.2162708719851577,260
Taro Daniel,52.0,82.0,134.0,0.3880597014925373,4.596153846153846,2.519230769230769,0.5226069185844272,0.6835784001573475,0.6166788131103073,0.2,1.0,0.125,999.0,0.0,0.0,0.21607419131022307,261
Stefan Kozlov,4.0,16.0,20.0,0.2,2.75,4.5,0.41620879120879123,0.8015350877192983,0.7475948327359617,0.5,0.0,0.0,999.0,0.0,0.0,0.2108871939464045,262
Thiago Monteiro,26.0,54.0,80.0,0.325,6.384615384615385,1.9615384615384615,0.5573462422444323,0.7485836627140976,0.6623397505416228,0.2,1.0,0.14285714285714285,999.0,0.0,0.0,0.20797506667649793,263
Andreas Haider Maurer,9.0,15.0,24.0,0.375,7.222222222222222,5.0,0.4339057239057239,0.7500841750841751,0.5582490638910077,0.0,1.0,0.3333333333333333,999.0,0.0,0.0,0.20294949494949494,264
Paul Henri Mathieu,8.0,21.0,29.0,0.27586206896551724,6.125,2.5,0.541765873015873,0.7049107142857143,0.5944124554584896,0.1,1.0,0.3333333333333333,999.0,0.0,0.0,0.20129934660645868,265
Lukas Lacko,16.0,34.0,50.0,0.32,9.375,2.3125,0.5035500957375957,0.6708791208791209,0.5932085785293696,0.3,0.0,0.0,999.0,0.0,0.0,0.19872146083083586,266
Denis Istomin,32.0,57.0,89.0,0.3595505617977528,8.375,1.4375,0.4771718424944231,0.6281490910523169,0.6402995260216549,0.1,1.0,0.2,999.0,0.0,0.0,0.1951536871267752,267
Bernabe Zapata Miralles,7.0,25.0,32.0,0.21875,4.0,1.4285714285714286,0.5431354359925789,0.604421768707483,0.6496080460777088,0.1,2.0,0.4,999.0,0.0,0.0,0.19206536023500312,268
Gianluca Mager,9.0,17.0,26.0,0.34615384615384615,8.0,3.4444444444444446,0.5159090909090909,0.73497150997151,0.5941851639380434,0.2,0.0,0.0,999.0,0.0,0.0,0.18908249158249157,269
Norbert Gombos,13.0,32.0,45.0,0.28888888888888886,6.615384615384615,3.3076923076923075,0.5533800601108293,0.6856303418803419,0.6482846689877366,0.1,1.0,0.2,999.0,0.0,0.0,0.18417274232178077,270
Federico Delbonis,24.0,59.0,83.0,0.2891566265060241,5.0,4.0,0.46750703000703003,0.5710452741702742,0.5939702308389264,0.2,1.0,0.125,999.0,0.0,0.0,0.18296677183537124,271
Federico Coria,6.0,25.0,31.0,0.1935483870967742,4.5,3.6666666666666665,0.5887265512265513,0.6597222222222222,0.6623907587551661,0.1,2.0,0.3333333333333333,999.0,0.0,0.0,0.1808095354466322,272
Rogerio Dutra Silva,5.0,15.0,20.0,0.25,8.0,3.2,0.43827838827838833,0.65,0.5823172001555944,0.3,0.0,0.0,999.0,0.0,0.0,0.17691391941391943,273
Tim Smyczek,15.0,32.0,47.0,0.3191489361702128,5.333333333333333,2.6,0.4842773892773893,0.6265867465867465,0.6113131520445667,0.2,0.0,0.0,999.0,0.0,0.0,0.17533044083576,274
Stephane Robert,8.0,21.0,29.0,0.27586206896551724,8.125,5.75,0.5341278286930461,0.7370575502928444,0.5414818424568095,0.2,0.0,0.0,999.0,0.0,0.0,0.17252478619067385,275
Dennis Novak,15.0,34.0,49.0,0.30612244897959184,4.466666666666667,1.7333333333333334,0.43421398862575333,0.6302380952380953,0.6637623898101078,0.2,0.0,0.0,999.0,0.0,0.0,0.1697532164380904,276
Constant Lestienne,16.0,29.0,45.0,0.35555555555555557,5.375,2.625,0.5794710497835498,0.6319047619047619,0.6407714523500363,0.1,0.0,0.0,999.0,0.0,0.0,0.16945767947330448,277
Florian Mayer,3.0,19.0,22.0,0.13636363636363635,5.333333333333333,1.3333333333333333,0.43123543123543123,0.6984126984126985,0.551480771279429,0.2,1.0,0.2,999.0,0.0,0.0,0.16057331557331558,278
Benjamin Becker,13.0,26.0,39.0,0.3333333333333333,7.230769230769231,2.3076923076923075,0.5058857808857808,0.5993055555555555,0.6241404370218147,0.1,0.0,0.0,999.0,0.0,0.0,0.15859290015540015,279
Victor Estrella,9.0,26.0,35.0,0.2571428571428571,6.666666666666667,3.5555555555555554,0.44753086419753085,0.624647266313933,0.6211333212278262,0.1,0.0,0.0,999.0,0.0,0.0,0.13789462081128748,280
Marco Cecchinato,12.0,43.0,55.0,0.21818181818181817,6.416666666666667,2.4166666666666665,0.4827200577200577,0.7281746031746031,0.6677105114444571,0.1,0.0,0.0,999.0,0.0,0.0,0.1350901875901876,281
Gastao Elias,4.0,16.0,20.0,0.2,5.5,1.75,0.36408885232414645,0.6444444444444445,0.5648110661268556,0.1,0.0,0.0,999.0,0.0,0.0,0.12042666483842956,282
